experiment_num,scheduler_name,mode,n,duplicated_tasks,makespan
43,cpop,top-n,2,"0,4",4.810538105635814
43,cpop,top-n,3,"0,4,1",4.931383034946981
43,cpop,top-n,4,"0,4,1,2",4.942724542479183
43,cpop,top-n,5,"0,4,1,2,5",4.942724542479183
43,cpop,bottom-n,0,,4.657624521712127
43,cpop,bottom-n,1,7,5.166155804635392
43,cpop,bottom-n,2,"7,6",5.413109864690605
43,cpop,bottom-n,3,"7,6,3",6.053632827379804
43,cpop,bottom-n,4,"7,6,3,5",5.715005742430251
43,cpop,bottom-n,5,"7,6,3,5,2",5.688959247306753
44,heft,top-n,0,,3.9056457846036103
44,heft,top-n,1,0,3.9056457846036103
44,heft,top-n,2,"0,2",3.5193433489094046
44,heft,top-n,3,"0,2,3",3.5193433489094046
44,heft,top-n,4,"0,2,3,4",3.5193433489094046
44,heft,top-n,5,"0,2,3,4,1",3.8698023400816894
44,heft,bottom-n,0,,3.9056457846036103
44,heft,bottom-n,1,7,4.376370771610479
44,heft,bottom-n,2,"7,5",5.221103731292937
44,heft,bottom-n,3,"7,5,6",4.9927462047288635
44,heft,bottom-n,4,"7,5,6,1",4.9927462047288635
44,heft,bottom-n,5,"7,5,6,1,4",4.9927462047288635
44,cpop,top-n,0,,3.9168173141363614
44,cpop,top-n,1,0,3.9168173141363614
44,cpop,top-n,2,"0,2",3.62582265824555
44,cpop,top-n,3,"0,2,3",3.812171341623289
44,cpop,top-n,4,"0,2,3,4",4.082621810924806
44,cpop,top-n,5,"0,2,3,4,1",3.62582265824555
44,cpop,bottom-n,0,,3.9168173141363614
44,cpop,bottom-n,1,7,4.211016014530999
44,cpop,bottom-n,2,"7,5",4.992746206847196
44,cpop,bottom-n,3,"7,5,6",4.992746206847196
44,cpop,bottom-n,4,"7,5,6,1",4.992746206847196
44,cpop,bottom-n,5,"7,5,6,1,4",4.8804500997411076
45,heft,top-n,0,,4.023993538999708
45,heft,top-n,1,0,3.600252412145865
45,heft,top-n,2,"0,1",4.2216623830795745
45,heft,top-n,3,"0,1,4",4.023993538999708
45,heft,top-n,4,"0,1,4,2",4.552522576173013
45,heft,top-n,5,"0,1,4,2,3",4.401298424762383
45,heft,bottom-n,0,,4.023993538999708
45,heft,bottom-n,1,7,4.690645342671292
45,heft,bottom-n,2,"7,6",5.350452767052007
45,heft,bottom-n,3,"7,6,5",5.340931181569623
45,heft,bottom-n,4,"7,6,5,3",5.350452767052007
45,heft,bottom-n,5,"7,6,5,3,2",5.236766202116121
45,cpop,top-n,0,,4.684762372523887
45,cpop,top-n,1,0,4.684762372523887
45,cpop,top-n,2,"0,1",4.49041752267654
45,cpop,top-n,3,"0,1,4",4.98197131121595
45,cpop,top-n,4,"0,1,4,2",4.98197131121595
45,cpop,top-n,5,"0,1,4,2,3",4.98197131121595
45,cpop,bottom-n,0,,4.684762372523887
45,cpop,bottom-n,1,7,4.909251444935431
45,cpop,bottom-n,2,"7,6",4.555279052478202
45,cpop,bottom-n,3,"7,6,5",4.555279052478202
45,cpop,bottom-n,4,"7,6,5,3",4.819999233866946
45,cpop,bottom-n,5,"7,6,5,3,2",4.819999233866946
46,heft,top-n,0,,5.130333499208198
46,heft,top-n,1,0,3.8631334989884696
46,heft,top-n,2,"0,3",4.208041573379819
46,heft,top-n,3,"0,3,1",4.741880366400535
46,heft,top-n,4,"0,3,1,2",4.741880366400535
46,heft,top-n,5,"0,3,1,2,5",4.741880366400535
46,heft,bottom-n,0,,5.130333499208198
46,heft,bottom-n,1,7,5.475704689944919
46,heft,bottom-n,2,"7,4",5.475704689944919
46,heft,bottom-n,3,"7,4,6",4.95964115181991
46,heft,bottom-n,4,"7,4,6,5",4.977425419533819
46,heft,bottom-n,5,"7,4,6,5,2",5.618076663095538
46,cpop,top-n,0,,5.074631503510104
46,cpop,top-n,1,0,5.074631503510104
46,cpop,top-n,2,"0,3",5.130333499208198
46,cpop,top-n,3,"0,3,1",4.977425421642404
46,cpop,top-n,4,"0,3,1,2",4.977425421642404
46,cpop,top-n,5,"0,3,1,2,5",4.977425421642404
46,cpop,bottom-n,0,,5.074631503510104
46,cpop,bottom-n,1,7,5.266408717286981
46,cpop,bottom-n,2,"7,4",5.266408717286981
46,cpop,bottom-n,3,"7,4,6",5.266408717286981
46,cpop,bottom-n,4,"7,4,6,5",5.266408717286981
46,cpop,bottom-n,5,"7,4,6,5,2",5.820176645007359
47,heft,top-n,0,,5.501100583558011
47,heft,top-n,1,0,4.758761861145707
47,heft,top-n,2,"0,6",4.758761861145707
47,heft,top-n,3,"0,6,1",5.821401679093724
47,heft,top-n,4,"0,6,1,2",5.595919645068167
47,heft,top-n,5,"0,6,1,2,5",5.595919645068167
47,heft,bottom-n,0,,5.501100583558011
47,heft,bottom-n,1,7,5.786015696958992
47,heft,bottom-n,2,"7,4",5.786015696958992
47,heft,bottom-n,3,"7,4,3",5.501100583558011
47,heft,bottom-n,4,"7,4,3,5",5.501100583558011
47,heft,bottom-n,5,"7,4,3,5,2",5.190978893016194
47,cpop,top-n,0,,5.268338502350888
47,cpop,top-n,1,0,5.268338502350888
47,cpop,top-n,2,"0,6",4.544284300888192
47,cpop,top-n,3,"0,6,1",5.911641156745339
47,cpop,top-n,4,"0,6,1,2",4.758761861145707
47,cpop,top-n,5,"0,6,1,2,5",4.758761861145707
47,cpop,bottom-n,0,,5.268338502350888
47,cpop,bottom-n,1,7,5.595919645068167
47,cpop,bottom-n,2,"7,4",5.595919645068167
47,cpop,bottom-n,3,"7,4,3",5.595919645068167
47,cpop,bottom-n,4,"7,4,3,5",5.398970175829188
47,cpop,bottom-n,5,"7,4,3,5,2",5.190978893016194
48,heft,top-n,0,,5.139633356743317
48,heft,top-n,1,0,5.399194385899223
48,heft,top-n,2,"0,2",5.964799039535728
48,heft,top-n,3,"0,2,6",5.202350959468284
48,heft,top-n,4,"0,2,6,3",5.202350959468284
48,heft,top-n,5,"0,2,6,3,1",5.139633356743317
48,heft,bottom-n,0,,5.139633356743317
48,heft,bottom-n,1,7,7.180477821266852
48,heft,bottom-n,2,"7,4",7.180477821266852
48,heft,bottom-n,3,"7,4,5",7.180477821266852
48,heft,bottom-n,4,"7,4,5,1",7.180477821266852
48,heft,bottom-n,5,"7,4,5,1,3",6.748897893628086
48,cpop,top-n,0,,5.139633356743317
48,cpop,top-n,1,0,5.139633356743317
48,cpop,top-n,2,"0,2",4.659524672027271
48,cpop,top-n,3,"0,2,6",5.394461937551851
48,cpop,top-n,4,"0,2,6,3",5.394461937551851
48,cpop,top-n,5,"0,2,6,3,1",5.394461937551851
48,cpop,bottom-n,0,,5.139633356743317
48,cpop,bottom-n,1,7,7.180477822205029
48,cpop,bottom-n,2,"7,4",7.180477822205029
48,cpop,bottom-n,3,"7,4,5",7.180477822205029
48,cpop,bottom-n,4,"7,4,5,1",7.180477822205029
48,cpop,bottom-n,5,"7,4,5,1,3",6.60004124579902
49,heft,top-n,0,,4.295762072651965
49,heft,top-n,1,0,4.21393347111338
49,heft,top-n,2,"0,6",4.360984485290169
49,heft,top-n,3,"0,6,4",3.433206110145604
49,heft,top-n,4,"0,6,4,1",3.433206110145604
49,heft,top-n,5,"0,6,4,1,2",4.741233781407849
49,heft,bottom-n,0,,4.295762072651965
49,heft,bottom-n,1,7,4.681437005948452
49,heft,bottom-n,2,"7,5",4.681437005948452
49,heft,bottom-n,3,"7,5,3",4.681437005948452
49,heft,bottom-n,4,"7,5,3,2",4.858276697951998
49,heft,bottom-n,5,"7,5,3,2,1",5.077278362881294
49,cpop,top-n,0,,4.724134843090863
49,cpop,top-n,1,0,4.724134843090863
49,cpop,top-n,2,"0,6",4.724134843090863
49,cpop,top-n,3,"0,6,4",4.724134843090863
49,cpop,top-n,4,"0,6,4,1",4.724134843090863
49,cpop,top-n,5,"0,6,4,1,2",4.938968453407378
49,cpop,bottom-n,0,,4.724134843090863
49,cpop,bottom-n,1,7,5.01551974722454
49,cpop,bottom-n,2,"7,5",5.01551974722454
49,cpop,bottom-n,3,"7,5,3",5.01551974722454
49,cpop,bottom-n,4,"7,5,3,2",5.077278362881294
49,cpop,bottom-n,5,"7,5,3,2,1",5.077278362881294
50,heft,top-n,0,,4.407186885461754
50,heft,top-n,1,0,4.407186885461754
50,heft,top-n,2,"0,4",4.407186885461754
50,heft,top-n,3,"0,4,6",4.407186885461754
50,heft,top-n,4,"0,4,6,5",4.407186885461754
50,heft,top-n,5,"0,4,6,5,1",4.7478611573906
50,heft,bottom-n,0,,4.407186885461754
50,heft,bottom-n,1,7,4.762793485609775
50,heft,bottom-n,2,"7,3",5.422612276464565
50,heft,bottom-n,3,"7,3,2",5.963375362055752
50,heft,bottom-n,4,"7,3,2,1",5.780695930242734
50,heft,bottom-n,5,"7,3,2,1,5",5.780442644185214
50,cpop,top-n,0,,4.407186885461754
50,cpop,top-n,1,0,4.407186885461754
50,cpop,top-n,2,"0,4",4.407186885461754
50,cpop,top-n,3,"0,4,6",4.407186885461754
50,cpop,top-n,4,"0,4,6,5",4.407186885461754
50,cpop,top-n,5,"0,4,6,5,1",4.99473325437976
50,cpop,bottom-n,0,,4.407186885461754
50,cpop,bottom-n,1,7,4.762793485609775
50,cpop,bottom-n,2,"7,3",5.422612276464565
50,cpop,bottom-n,3,"7,3,2",5.963375362055752
50,cpop,bottom-n,4,"7,3,2,1",5.780695930242734
50,cpop,bottom-n,5,"7,3,2,1,5",5.780442644185214
51,heft,top-n,0,,5.40035519452856
51,heft,top-n,1,0,5.510913757278977
51,heft,top-n,2,"0,3",4.971699081690675
51,heft,top-n,3,"0,3,2",5.850896675324973
51,heft,top-n,4,"0,3,2,1",6.151993299664323
51,heft,top-n,5,"0,3,2,1,6",5.40035519452856
51,heft,bottom-n,0,,5.40035519452856
51,heft,bottom-n,1,7,6.608233012631922
51,heft,bottom-n,2,"7,5",6.608233012631922
51,heft,bottom-n,3,"7,5,4",6.608233012631922
51,heft,bottom-n,4,"7,5,4,6",6.608233012631922
51,heft,bottom-n,5,"7,5,4,6,1",7.4199399513628945
51,cpop,top-n,0,,4.710857720570701
51,cpop,top-n,1,0,4.710857720570701
51,cpop,top-n,2,"0,3",4.710857720570701
51,cpop,top-n,3,"0,3,2",4.735944000775665
51,cpop,top-n,4,"0,3,2,1",5.190532861122492
51,cpop,top-n,5,"0,3,2,1,6",5.494981638857707
51,cpop,bottom-n,0,,4.710857720570701
51,cpop,bottom-n,1,7,6.128557873108875
51,cpop,bottom-n,2,"7,5",6.128557873108875
51,cpop,bottom-n,3,"7,5,4",6.128557873108875
51,cpop,bottom-n,4,"7,5,4,6",6.38937617709925
51,cpop,bottom-n,5,"7,5,4,6,1",6.38937617709925
52,heft,top-n,0,,4.019772720946886
52,heft,top-n,1,0,3.859336664323809
52,heft,top-n,2,"0,4",3.859336664323809
52,heft,top-n,3,"0,4,3",4.019772720946886
52,heft,top-n,4,"0,4,3,2",4.919130392183127
52,heft,top-n,5,"0,4,3,2,1",4.430569485887953
52,heft,bottom-n,0,,4.019772720946886
52,heft,bottom-n,1,7,5.076382508738699
52,heft,bottom-n,2,"7,6",5.076382508738699
52,heft,bottom-n,3,"7,6,5",5.076382508738699
52,heft,bottom-n,4,"7,6,5,1",5.13360678660643
52,heft,bottom-n,5,"7,6,5,1,2",6.497653367858212
52,cpop,top-n,0,,4.019772720946886
52,cpop,top-n,1,0,4.019772720946886
52,cpop,top-n,2,"0,4",4.019772720946886
52,cpop,top-n,3,"0,4,3",4.844703306290154
52,cpop,top-n,4,"0,4,3,2",4.844703306290154
52,cpop,top-n,5,"0,4,3,2,1",4.844703306290154
52,cpop,bottom-n,0,,4.019772720946886
52,cpop,bottom-n,1,7,5.076382508738699
52,cpop,bottom-n,2,"7,6",5.076382508738699
52,cpop,bottom-n,3,"7,6,5",5.076382508738699
52,cpop,bottom-n,4,"7,6,5,1",6.497653367858212
52,cpop,bottom-n,5,"7,6,5,1,2",6.497653367858212
53,heft,top-n,0,,5.528359053093052
53,heft,top-n,1,0,5.787293339686155
53,heft,top-n,2,"0,1",5.787293339686155
53,heft,top-n,3,"0,1,2",6.311401769968995
53,heft,top-n,4,"0,1,2,6",6.626259048845881
53,heft,top-n,5,"0,1,2,6,3",6.626259050081233
53,heft,bottom-n,0,,5.528359053093052
53,heft,bottom-n,1,7,6.614402123138428
53,heft,bottom-n,2,"7,5",6.614402123138428
53,heft,bottom-n,3,"7,5,4",6.822320891528076
53,heft,bottom-n,4,"7,5,4,3",7.746132478027754
53,heft,bottom-n,5,"7,5,4,3,6",7.746132478027754
53,cpop,top-n,0,,5.528359053093052
53,cpop,top-n,1,0,5.528359053093052
53,cpop,top-n,2,"0,1",5.494528695191907
53,cpop,top-n,3,"0,1,2",6.350257659554291
53,cpop,top-n,4,"0,1,2,6",6.399833068628586
53,cpop,top-n,5,"0,1,2,6,3",6.626259050081233
53,cpop,bottom-n,0,,5.528359053093052
53,cpop,bottom-n,1,7,6.614402123138428
53,cpop,bottom-n,2,"7,5",6.614402123138428
53,cpop,bottom-n,3,"7,5,4",6.822320891528076
53,cpop,bottom-n,4,"7,5,4,3",7.746132478027754
53,cpop,bottom-n,5,"7,5,4,3,6",7.746132478027754
54,heft,top-n,0,,5.43107458980384
54,heft,top-n,1,0,5.261634953841623
54,heft,top-n,2,"0,2",5.43107458980384
54,heft,top-n,3,"0,2,1",5.445022519923681
54,heft,top-n,4,"0,2,1,5",5.3048028181883184
54,heft,top-n,5,"0,2,1,5,6",5.896006407766011
54,heft,bottom-n,0,,5.43107458980384
54,heft,bottom-n,1,7,5.524390047730173
54,heft,bottom-n,2,"7,4",5.43875625758904
54,heft,bottom-n,3,"7,4,3",5.43875625758904
54,heft,bottom-n,4,"7,4,3,6",6.666179635782122
54,heft,bottom-n,5,"7,4,3,6,5",6.447022354335818
54,cpop,top-n,0,,5.43107458980384
54,cpop,top-n,1,0,5.43107458980384
54,cpop,top-n,2,"0,2",5.43107458980384
54,cpop,top-n,3,"0,2,1",5.627254144912542
54,cpop,top-n,4,"0,2,1,5",5.43875625758904
54,cpop,top-n,5,"0,2,1,5,6",5.896006407766011
54,cpop,bottom-n,0,,5.43107458980384
54,cpop,bottom-n,1,7,5.524390047730173
54,cpop,bottom-n,2,"7,4",5.43875625758904
54,cpop,bottom-n,3,"7,4,3",5.43875625758904
54,cpop,bottom-n,4,"7,4,3,6",6.666179635782122
54,cpop,bottom-n,5,"7,4,3,6,5",6.447022354335818
55,heft,top-n,0,,4.650569705064239
55,heft,top-n,1,0,4.650569705064239
55,heft,top-n,2,"0,1",4.650569705064239
55,heft,top-n,3,"0,1,5",4.86845889887754
55,heft,top-n,4,"0,1,5,2",5.218292904104445
55,heft,top-n,5,"0,1,5,2,6",5.218292904104445
55,heft,bottom-n,0,,4.650569705064239
55,heft,bottom-n,1,7,4.8451473076781415
55,heft,bottom-n,2,"7,4",5.47265243955238
55,heft,bottom-n,3,"7,4,3",5.47265243955238
55,heft,bottom-n,4,"7,4,3,6",5.221419463477537
55,heft,bottom-n,5,"7,4,3,6,2",5.299508449904954
55,cpop,top-n,0,,3.883500325890945
55,cpop,top-n,1,0,3.883500325890945
55,cpop,top-n,2,"0,1",3.883500325890945
55,cpop,top-n,3,"0,1,5",4.319421034340987
55,cpop,top-n,4,"0,1,5,2",4.539708251106541
55,cpop,top-n,5,"0,1,5,2,6",4.586609341273961
55,cpop,bottom-n,0,,3.883500325890945
55,cpop,bottom-n,1,7,4.24892933766046
55,cpop,bottom-n,2,"7,4",5.2189267741056256
55,cpop,bottom-n,3,"7,4,3",5.2189267741056256
55,cpop,bottom-n,4,"7,4,3,6",4.9676937980307825
55,cpop,bottom-n,5,"7,4,3,6,2",5.863629393903004
56,heft,top-n,0,,4.619813342518459
56,heft,top-n,1,0,4.004972925560283
56,heft,top-n,2,"0,2",4.649217826402445
56,heft,top-n,3,"0,2,4",4.664802885468115
56,heft,top-n,4,"0,2,4,6",4.847384099575329
56,heft,top-n,5,"0,2,4,6,1",4.917468609805863
56,heft,bottom-n,0,,4.619813342518459
56,heft,bottom-n,1,7,4.623424793109967
56,heft,bottom-n,2,"7,3",4.623424793109967
56,heft,bottom-n,3,"7,3,5",4.877602816469598
56,heft,bottom-n,4,"7,3,5,1",4.877602816469598
56,heft,bottom-n,5,"7,3,5,1,6",5.001701022164006
56,cpop,top-n,0,,4.619813342518459
56,cpop,top-n,1,0,4.619813342518459
56,cpop,top-n,2,"0,2",4.832812439279263
56,cpop,top-n,3,"0,2,4",4.948758258759907
56,cpop,top-n,4,"0,2,4,6",5.040901070629511
56,cpop,top-n,5,"0,2,4,6,1",5.037253713935327
56,cpop,bottom-n,0,,4.619813342518459
56,cpop,bottom-n,1,7,4.623424793109967
56,cpop,bottom-n,2,"7,3",4.623424793109967
56,cpop,bottom-n,3,"7,3,5",5.146237848155148
56,cpop,bottom-n,4,"7,3,5,1",4.921633489217041
56,cpop,bottom-n,5,"7,3,5,1,6",5.146400702603925
57,heft,top-n,0,,4.372677161772366
57,heft,top-n,1,0,5.19374703752817
57,heft,top-n,2,"0,5",4.9295337758252655
57,heft,top-n,3,"0,5,1",4.9295337758252655
57,heft,top-n,4,"0,5,1,4",4.9295337758252655
57,heft,top-n,5,"0,5,1,4,2",4.6382478974476635
57,heft,bottom-n,0,,4.372677161772366
57,heft,bottom-n,1,7,6.118979065084443
57,heft,bottom-n,2,"7,6",6.118979065084443
57,heft,bottom-n,3,"7,6,3",6.118979065084443
57,heft,bottom-n,4,"7,6,3,2",6.118979065084443
57,heft,bottom-n,5,"7,6,3,2,4",5.973964683258346
57,cpop,top-n,0,,5.19374703752817
57,cpop,top-n,1,0,5.19374703752817
57,cpop,top-n,2,"0,5",5.367004166687425
57,cpop,top-n,3,"0,5,1",5.005885184129647
57,cpop,top-n,4,"0,5,1,4",5.005885184129647
57,cpop,top-n,5,"0,5,1,4,2",4.984288755786217
57,cpop,bottom-n,0,,5.19374703752817
57,cpop,bottom-n,1,7,5.597486676641708
57,cpop,bottom-n,2,"7,6",5.597486676641708
57,cpop,bottom-n,3,"7,6,3",5.597486676641708
57,cpop,bottom-n,4,"7,6,3,2",6.147423747214331
57,cpop,bottom-n,5,"7,6,3,2,4",6.147423747214331
58,heft,top-n,0,,3.7905860585501245
58,heft,top-n,1,0,3.5614423212691815
58,heft,top-n,2,"0,6",3.5614423212691815
58,heft,top-n,3,"0,6,2",3.6025155222520775
58,heft,top-n,4,"0,6,2,4",4.379000649409975
58,heft,top-n,5,"0,6,2,4,1",4.550134877792539
58,heft,bottom-n,0,,3.7905860585501245
58,heft,bottom-n,1,7,4.167298619808109
58,heft,bottom-n,2,"7,5",4.2375150553866785
58,heft,bottom-n,3,"7,5,3",4.468729882446116
58,heft,bottom-n,4,"7,5,3,1",4.627563351526929
58,heft,bottom-n,5,"7,5,3,1,4",5.039864962851146
58,cpop,top-n,0,,3.5614423212691815
58,cpop,top-n,1,0,3.5614423212691815
58,cpop,top-n,2,"0,6",3.5614423212691815
58,cpop,top-n,3,"0,6,2",3.5614423212691815
58,cpop,top-n,4,"0,6,2,4",4.812551836761187
58,cpop,top-n,5,"0,6,2,4,1",4.812551836761187
58,cpop,bottom-n,0,,3.5614423212691815
58,cpop,bottom-n,1,7,3.9689249832903775
58,cpop,bottom-n,2,"7,5",3.9689249832903775
58,cpop,bottom-n,3,"7,5,3",4.4040627325518
58,cpop,bottom-n,4,"7,5,3,1",4.429552051790588
58,cpop,bottom-n,5,"7,5,3,1,4",4.835139343484416
59,heft,top-n,0,,3.66259640554877
59,heft,top-n,1,0,2.998837395358641
59,heft,top-n,2,"0,6",2.998837395358641
59,heft,top-n,3,"0,6,5",3.8626906155257563
59,heft,top-n,4,"0,6,5,2",4.191547742503275
59,heft,top-n,5,"0,6,5,2,1",4.66395881630146
59,heft,bottom-n,0,,3.66259640554877
59,heft,bottom-n,1,7,4.191547742503275
59,heft,bottom-n,2,"7,4",4.191547742503275
59,heft,bottom-n,3,"7,4,3",3.9384376332297224
59,heft,bottom-n,4,"7,4,3,1",4.7730230891063705
59,heft,bottom-n,5,"7,4,3,1,2",4.7730230891063705
59,cpop,top-n,0,,3.591076961335766
59,cpop,top-n,1,0,3.591076961335766
59,cpop,top-n,2,"0,6",3.591076961335766
59,cpop,top-n,3,"0,6,5",4.652117139718634
59,cpop,top-n,4,"0,6,5,2",4.652117139718634
59,cpop,top-n,5,"0,6,5,2,1",4.663958825985194
59,cpop,bottom-n,0,,3.591076961335766
59,cpop,bottom-n,1,7,3.897833910128342
59,cpop,bottom-n,2,"7,4",3.897833910128342
59,cpop,bottom-n,3,"7,4,3",3.897833910128342
59,cpop,bottom-n,4,"7,4,3,1",3.897833910128342
59,cpop,bottom-n,5,"7,4,3,1,2",4.06762620344637
60,heft,top-n,0,,6.179270957594836
60,heft,top-n,1,0,6.822471182259622
60,heft,top-n,2,"0,2",7.8945631087854355
60,heft,top-n,3,"0,2,6",7.207817187784835
60,heft,top-n,4,"0,2,6,1",7.207817187784835
60,heft,top-n,5,"0,2,6,1,3",6.505368686683634
60,heft,bottom-n,0,,6.179270957594836
60,heft,bottom-n,1,7,7.519929761170813
60,heft,bottom-n,2,"7,5",7.519929761170813
60,heft,bottom-n,3,"7,5,4",7.147516915401738
60,heft,bottom-n,4,"7,5,4,3",7.147516915401738
60,heft,bottom-n,5,"7,5,4,3,1",7.1236772669748065
60,cpop,top-n,0,,5.968506477358219
60,cpop,top-n,1,0,5.968506477358219
60,cpop,top-n,2,"0,2",6.546845596054031
60,cpop,top-n,3,"0,2,6",6.546845596054031
60,cpop,top-n,4,"0,2,6,1",8.731421726863774
60,cpop,top-n,5,"0,2,6,1,3",6.89373174642326
60,cpop,bottom-n,0,,5.968506477358219
60,cpop,bottom-n,1,7,6.748108065499855
60,cpop,bottom-n,2,"7,5",6.748108065499855
60,cpop,bottom-n,3,"7,5,4",6.748108065499855
60,cpop,bottom-n,4,"7,5,4,3",6.748108065499855
60,cpop,bottom-n,5,"7,5,4,3,1",7.69558349032627
61,heft,top-n,0,,3.1122718405194068
61,heft,top-n,1,0,3.221478937864869
61,heft,top-n,2,"0,6",3.221478937864869
61,heft,top-n,3,"0,6,1",3.3059949544326277
61,heft,top-n,4,"0,6,1,2",3.2884277289116666
61,heft,top-n,5,"0,6,1,2,5",3.2884277289116666
61,heft,bottom-n,0,,3.1122718405194068
61,heft,bottom-n,1,7,4.575347395478767
61,heft,bottom-n,2,"7,4",4.575347395478767
61,heft,bottom-n,3,"7,4,3",4.575347395478767
61,heft,bottom-n,4,"7,4,3,5",4.575347395478767
61,heft,bottom-n,5,"7,4,3,5,2",4.575347395478767
61,cpop,top-n,0,,3.8034699413964512
61,cpop,top-n,1,0,3.8034699413964512
61,cpop,top-n,2,"0,6",3.8034699413964512
61,cpop,top-n,3,"0,6,1",4.022581741763866
61,cpop,top-n,4,"0,6,1,2",4.022581741763866
61,cpop,top-n,5,"0,6,1,2,5",4.022581741763866
61,cpop,bottom-n,0,,3.8034699413964512
61,cpop,bottom-n,1,7,4.412537202415427
61,cpop,bottom-n,2,"7,4",4.412537202415427
61,cpop,bottom-n,3,"7,4,3",4.412537202415427
61,cpop,bottom-n,4,"7,4,3,5",4.228523147630527
61,cpop,bottom-n,5,"7,4,3,5,2",4.228523147630527
62,heft,top-n,0,,4.421402234577384
62,heft,top-n,1,0,3.777496382951631
62,heft,top-n,2,"0,1",4.247726972267303
62,heft,top-n,3,"0,1,4",4.519289570164597
62,heft,top-n,4,"0,1,4,2",4.841145155158916
62,heft,top-n,5,"0,1,4,2,5",5.306666034595512
62,heft,bottom-n,0,,4.421402234577384
62,heft,bottom-n,1,7,4.6020456327790615
62,heft,bottom-n,2,"7,3",4.933321942917749
62,heft,bottom-n,3,"7,3,6",4.933321942917749
62,heft,bottom-n,4,"7,3,6,5",5.401133378112643
62,heft,bottom-n,5,"7,3,6,5,2",5.220862765727173
62,cpop,top-n,0,,4.618068935398748
62,cpop,top-n,1,0,4.618068935398748
62,cpop,top-n,2,"0,1",4.518149862792084
62,cpop,top-n,3,"0,1,4",4.5809968990585785
62,cpop,top-n,4,"0,1,4,2",4.5809968990585785
62,cpop,top-n,5,"0,1,4,2,5",4.518149862792084
62,cpop,bottom-n,0,,4.618068935398748
62,cpop,bottom-n,1,7,4.668832752807651
62,cpop,bottom-n,2,"7,3",4.984635611327313
62,cpop,bottom-n,3,"7,3,6",4.984635611327313
62,cpop,bottom-n,4,"7,3,6,5",5.096493454757343
62,cpop,bottom-n,5,"7,3,6,5,2",4.888631554837629
63,heft,top-n,0,,4.658645177064539
63,heft,top-n,1,0,4.658645177064539
63,heft,top-n,2,"0,4",4.193264514259849
63,heft,top-n,3,"0,4,2",4.193264514259849
63,heft,top-n,4,"0,4,2,1",4.193264514259849
63,heft,top-n,5,"0,4,2,1,6",4.526568862908288
63,heft,bottom-n,0,,4.658645177064539
63,heft,bottom-n,1,7,5.443936304059025
63,heft,bottom-n,2,"7,5",5.443936304059025
63,heft,bottom-n,3,"7,5,3",5.443936304059025
63,heft,bottom-n,4,"7,5,3,6",6.010014903902837
63,heft,bottom-n,5,"7,5,3,6,1",6.010014903902837
63,cpop,top-n,0,,4.528043728546484
63,cpop,top-n,1,0,4.528043728546484
63,cpop,top-n,2,"0,4",4.528043728546484
63,cpop,top-n,3,"0,4,2",4.528043728546484
63,cpop,top-n,4,"0,4,2,1",4.464983440623415
63,cpop,top-n,5,"0,4,2,1,6",5.046089214908062
63,cpop,bottom-n,0,,4.528043728546484
63,cpop,bottom-n,1,7,5.467633153898058
63,cpop,bottom-n,2,"7,5",5.467633153898058
63,cpop,bottom-n,3,"7,5,3",5.467633153898058
63,cpop,bottom-n,4,"7,5,3,6",6.1089356654803595
63,cpop,bottom-n,5,"7,5,3,6,1",6.1089356654803595
64,heft,top-n,0,,7.075770299920159
64,heft,top-n,1,0,6.6565486976882795
64,heft,top-n,2,"0,3",7.457447256079293
64,heft,top-n,3,"0,3,5",7.457447256079293
64,heft,top-n,4,"0,3,5,2",7.921015074359899
64,heft,top-n,5,"0,3,5,2,1",7.940823559128285
64,heft,bottom-n,0,,7.075770299920159
64,heft,bottom-n,1,7,8.053682198998496
64,heft,bottom-n,2,"7,4",8.053682198998496
64,heft,bottom-n,3,"7,4,6",7.101635751110653
64,heft,bottom-n,4,"7,4,6,1",7.596115788685715
64,heft,bottom-n,5,"7,4,6,1,2",7.59633601644274
64,cpop,top-n,0,,6.78699904809792
64,cpop,top-n,1,0,6.78699904809792
64,cpop,top-n,2,"0,3",8.034261409668407
64,cpop,top-n,3,"0,3,5",7.940823560803928
64,cpop,top-n,4,"0,3,5,2",8.034261409668407
64,cpop,top-n,5,"0,3,5,2,1",8.034261409668407
64,cpop,bottom-n,0,,6.78699904809792
64,cpop,bottom-n,1,7,7.566221858575178
64,cpop,bottom-n,2,"7,4",7.566221858575178
64,cpop,bottom-n,3,"7,4,6",8.455522654297672
64,cpop,bottom-n,4,"7,4,6,1",9.578503538034346
64,cpop,bottom-n,5,"7,4,6,1,2",12.627009985196624
65,heft,top-n,0,,6.564978149427625
65,heft,top-n,1,0,5.280024651860225
65,heft,top-n,2,"0,5",3.957264528474863
65,heft,top-n,3,"0,5,2",4.300220473807137
65,heft,top-n,4,"0,5,2,1",5.214755564439961
65,heft,top-n,5,"0,5,2,1,3",4.621224738115084
65,heft,bottom-n,0,,6.564978149427625
65,heft,bottom-n,1,7,6.95244258674397
65,heft,bottom-n,2,"7,6",6.95244258674397
65,heft,bottom-n,3,"7,6,4",7.608340065985531
65,heft,bottom-n,4,"7,6,4,3",7.608340065985531
65,heft,bottom-n,5,"7,6,4,3,1",8.163696590733108
65,cpop,top-n,0,,6.121275570264257
65,cpop,top-n,1,0,6.121275570264257
