Branch,Regime,Workflow,CCR,Instance,Seed,Scheduler,Throughput,Makespan,RescheduleCount
wfcommons,deterministic,epigenomics,0.2,epigenomics_23,0,HEFT_static,0.0004349585214291,2322.8594367542064,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_23,0,CPoP_static,0.0004356637750969,2338.283906475274,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_23,0,HEFT-Tp_static,0.000437890706786,2541.8722831657547,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_23,0,CPoP-Tp_static,0.0004368975499366,2460.476213720102,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_23,0,FastestNode,0.0001879698283491,5320.002730134891,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_23,0,MaxTP,0.0004403401879611,2460.592950057362,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_25,0,HEFT_static,0.0005389897311589,1855.3229165481368,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_25,0,CPoP_static,0.0005471482860887,1863.86685526893,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_25,0,HEFT-Tp_static,0.0007172996649891,2326.906186638568,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_25,0,CPoP-Tp_static,0.0007117330877547,2349.224194578368,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_25,0,FastestNode,0.0003853050842569,2595.3459761124127,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_25,0,MaxTP,0.0007125866396275,2346.6729938407357,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_20,0,HEFT_static,0.0005270075407786,1909.8081941486207,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_20,0,CPoP_static,0.0005277213281816,1931.4154184687163,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_20,0,HEFT-Tp_static,0.0007053332639239,2193.0935037407075,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_20,0,CPoP-Tp_static,0.0007063998360844,2325.786563896946,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_20,0,FastestNode,0.0002392030829718,4180.54812495319,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_20,0,MaxTP,0.0007180376941834,2306.0462336316837,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_27,0,HEFT_static,0.0007099103385473,1413.8839514467454,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_27,0,CPoP_static,0.0007191727495882,1422.7894535184475,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_27,0,HEFT-Tp_static,0.001272295400913,2128.867847229077,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_27,0,CPoP-Tp_static,0.001272295400913,2012.295576409192,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_27,0,FastestNode,0.0004172367654162,2396.720718042574,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_27,0,MaxTP,0.001272295400913,2091.3303507026867,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_28,0,HEFT_static,0.0006024885645572,1665.2238749105318,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_28,0,CPoP_static,0.0006047822511934,1674.009935900236,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_28,0,HEFT-Tp_static,0.0009999700314439,2292.652049553737,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_28,0,CPoP-Tp_static,0.0010026333341025,2185.1263022072835,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_28,0,FastestNode,0.000295473320339,3384.4003203196244,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_28,0,MaxTP,0.0009958986054437,2162.4293964865315,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_29,0,HEFT_static,0.0006421265173933,1563.46804920574,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_29,0,CPoP_static,0.0006427393307569,1573.7924492272646,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_29,0,HEFT-Tp_static,0.0011297066632326,2166.3092673331735,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_29,0,CPoP-Tp_static,0.0011300831317288,2196.3426207436455,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_29,0,FastestNode,0.0003317815615117,3014.031266370175,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_29,0,MaxTP,0.0011310523467115,2033.6903715425824,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_1,0,HEFT_static,0.0004550055079814,2212.869570118753,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_1,0,CPoP_static,0.0004508000767428,2219.40646358565,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_1,0,HEFT-Tp_static,0.0004583824452412,2243.4491216919796,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_1,0,CPoP-Tp_static,0.0004585453732601,2306.461089722786,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_1,0,FastestNode,0.0001961280558955,5098.709592741387,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_1,0,MaxTP,0.0004584524014585,2253.0674925779167,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_2,0,HEFT_static,0.0003285731771611,3063.088905407408,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_2,0,CPoP_static,0.0003332519469413,3087.0965733053363,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_2,0,HEFT-Tp_static,0.0003346249426905,3106.536933909951,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_2,0,CPoP-Tp_static,0.0003325268970121,3136.855442056875,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_2,0,FastestNode,0.0001888798648525,5294.370581962212,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_2,0,MaxTP,0.0003337961698993,3155.5681498325443,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_26,0,HEFT_static,0.0005158925745715,1953.125129847528,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_26,0,CPoP_static,0.0005162602523771,1965.317071372536,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_26,0,HEFT-Tp_static,0.0005280567572796,2026.729926761699,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_26,0,CPoP-Tp_static,0.0005280606531168,2015.822989825814,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_26,0,FastestNode,0.0001597808145682,6258.573676087663,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_26,0,MaxTP,0.0005287083062408,2118.3974153263052,0
